BGPG_1_c0_g1	AT2G03760.1
BGPG_21984_c4_g2	AT5G11460.1
BGPG_21984_c4_g3	AT5G11460.1
BGPG_21984_c4_g4	AT2G25690.2
BGPG_21986_c0_g4	AT1G08680.5
BGPG_21987_c2_g1	AT3G52250.2
BGPG_21987_c2_g3	AT3G52250.2
BGPG_21988_c0_g1	AT5G24080.2
BGPG_21989_c1_g1	AT1G05070.1
BGPG_21989_c1_g2	AT2G32580.1
BGPG_21989_c2_g2	AT4G15440.1
BGPG_21989_c3_g2	AT5G27490.1
BGPG_2199_c0_g1	AT5G36160.1
BGPG_21990_c0_g3	AT3G21175.2
BGPG_21990_c0_g4	AT3G54840.2
BGPG_21990_c0_g6	AT1G51600.2
BGPG_21991_c0_g3	AT3G50590.2
BGPG_21991_c0_g4	AT3G50590.2
BGPG_21992_c0_g1	AT1G67970.1
BGPG_21993_c1_g1	AT4G24630.1
BGPG_21993_c2_g1	AT3G02450.1
BGPG_21993_c3_g1	AT5G63520.1
BGPG_21993_c4_g1	AT5G58290.1
BGPG_21994_c0_g2	AT1G78230.1
BGPG_21994_c1_g1	AT5G09900.2
BGPG_21995_c0_g1	AT1G55540.1
BGPG_21995_c3_g1	AT1G55540.2
BGPG_21995_c4_g1	AT1G55540.1
BGPG_21996_c0_g1	AT4G30580.1
BGPG_21997_c0_g3	AT1G53200.1
BGPG_21997_c1_g1	AT1G55250.5
BGPG_21997_c2_g2	AT3G51895.2
BGPG_21997_c2_g3	AT3G51895.1
BGPG_21998_c1_g1	AT3G29320.1
BGPG_21999_c0_g1	AT1G07650.4
BGPG_22000_c0_g1	AT4G15530.7
BGPG_22000_c0_g2	AT5G47060.2
BGPG_22000_c0_g3	AT3G15150.1
BGPG_22000_c0_g7	AT4G17670.1
BGPG_22000_c1_g1	AT1G06475.1
BGPG_22001_c0_g4	AT5G66600.2
BGPG_22001_c0_g5	AT5G66600.9
BGPG_22001_c0_g8	AT2G23700.1
BGPG_22002_c0_g1	AT3G14930.2
BGPG_22003_c1_g11	AT3G15920.1
BGPG_22003_c1_g2	AT2G33490.3
BGPG_22003_c1_g4	AT3G05910.2
BGPG_22003_c1_g7	AT2G33490.3
BGPG_22004_c1_g4	AT2G05840.1
BGPG_22006_c1_g1	AT4G33950.2
BGPG_22006_c2_g4	AT5G66880.2
BGPG_22006_c2_g5	AT5G66880.2
BGPG_22008_c0_g1	AT3G01150.1
BGPG_22009_c1_g1	AT1G67300.5
BGPG_22009_c3_g1	AT5G09790.2
BGPG_22009_c4_g1	AT5G07180.1
BGPG_22010_c0_g1	AT1G18580.1
BGPG_22010_c1_g1	AT4G09730.1
BGPG_22011_c0_g1	AT5G17550.1
BGPG_22011_c1_g3	AT2G47310.1
BGPG_22012_c0_g3	AT5G13120.2
BGPG_22013_c0_g1	AT1G51965.1
BGPG_22014_c1_g1	AT3G48000.1
BGPG_22014_c1_g3	AT1G23800.2
BGPG_22014_c2_g1	AT3G48000.1
BGPG_22015_c1_g1	AT5G62620.2
BGPG_22016_c1_g1	AT2G29180.1
BGPG_22016_c2_g3	AT2G45530.1
BGPG_22016_c3_g1	AT2G29190.2
BGPG_22016_c3_g2	AT2G29190.2
BGPG_22016_c4_g1	AT2G29190.2
BGPG_22017_c0_g1	AT5G44010.2
BGPG_22017_c0_g2	AT5G44010.3
BGPG_22018_c3_g3	AT1G25540.2
BGPG_22019_c1_g1	AT2G29380.1
BGPG_22019_c3_g2	AT5G16260.1
BGPG_22019_c4_g1	AT4G00050.2
BGPG_22019_c6_g1	AT4G00050.3
BGPG_22019_c6_g2	AT1G63690.1
BGPG_22019_c7_g1	AT5G42310.1
BGPG_22020_c0_g4	AT3G14110.2
BGPG_22021_c0_g2	AT5G52510.1
BGPG_22021_c0_g3	AT5G52510.1
BGPG_22021_c2_g2	AT3G51520.1
BGPG_22022_c0_g1	AT1G01060.4
BGPG_22022_c0_g2	AT1G01060.8
BGPG_22022_c0_g3	AT1G01060.4
BGPG_22023_c0_g1	AT2G17200.1
BGPG_22023_c0_g2	AT2G17200.1
BGPG_22023_c0_g7	AT2G17200.1
BGPG_22024_c1_g1	AT3G10572.1
BGPG_22025_c1_g1	AT5G52820.1
BGPG_22025_c1_g2	AT4G02450.2
BGPG_22025_c1_g4	AT4G02450.2
BGPG_22026_c0_g1	AT5G05830.1
BGPG_22026_c1_g1	AT5G05830.1
BGPG_22026_c1_g2	AT5G05830.1
BGPG_22027_c0_g3	AT3G21820.1
BGPG_22028_c0_g1	AT3G06150.1
BGPG_22029_c0_g2	AT5G12410.1
BGPG_22030_c1_g1	AT5G35960.1
BGPG_22030_c1_g2	AT5G35960.1
BGPG_22030_c2_g1	AT4G26000.1
BGPG_22030_c2_g2	AT4G26000.1
BGPG_22031_c0_g1	AT2G30710.1
BGPG_22032_c2_g1	AT1G16540.1
BGPG_22033_c0_g2	AT3G02060.3
BGPG_22033_c3_g1	AT3G20020.1
BGPG_22033_c4_g2	AT5G53340.2
BGPG_22033_c5_g4	AT5G26770.2
BGPG_22034_c0_g2	AT1G04950.3
BGPG_22035_c0_g1	AT4G02940.1
BGPG_22036_c1_g1	AT1G67310.1
BGPG_22037_c0_g1	AT5G51220.2
BGPG_22038_c1_g1	AT2G26310.5
BGPG_22039_c0_g2	AT3G14900.1
BGPG_22040_c0_g1	AT3G20480.1
BGPG_22041_c0_g1	AT1G07590.1
BGPG_22041_c1_g1	AT2G20770.1
BGPG_22041_c2_g1	AT1G32200.2
BGPG_22041_c3_g1	AT2G25950.1
BGPG_22042_c0_g4	AT1G52330.1
BGPG_22042_c1_g1	AT1G45332.1
BGPG_22042_c2_g1	AT5G54250.4
BGPG_22042_c2_g2	AT3G21140.1
BGPG_22042_c2_g3	AT3G09810.1
BGPG_22042_c2_g5	AT1G08060.2
BGPG_22044_c0_g1	AT1G63270.1
BGPG_22045_c0_g1	AT1G05200.6
BGPG_22046_c0_g1	AT3G16810.1
BGPG_22047_c3_g2	AT3G09580.1
BGPG_22047_c3_g3	AT5G05230.1
BGPG_22047_c4_g1	AT3G59650.1
BGPG_22047_c5_g1	AT3G44750.2
BGPG_22048_c2_g3	AT5G53130.1
BGPG_22048_c4_g1	AT5G27980.1
BGPG_22049_c0_g3	AT3G60320.1
BGPG_22049_c0_g4	AT3G60320.1
BGPG_22050_c0_g1	AT1G44110.1
BGPG_22052_c1_g1	AT1G05710.6
BGPG_22052_c1_g2	AT1G76280.4
BGPG_22052_c1_g3	AT1G76280.2
BGPG_22052_c1_g5	AT4G30510.1
BGPG_22053_c1_g3	AT1G53720.1
BGPG_22054_c0_g1	AT5G58070.1
BGPG_22054_c0_g3	AT5G58070.1
BGPG_22055_c0_g1	AT4G08240.2
BGPG_22055_c0_g3	AT3G21090.1
BGPG_22057_c0_g2	AT5G16930.1
BGPG_22058_c1_g1	AT1G15520.1
BGPG_22058_c1_g2	AT1G15520.1
BGPG_22058_c1_g3	AT1G15520.2
BGPG_22058_c1_g4	AT1G15520.2
BGPG_22058_c1_g5	AT1G15520.2
BGPG_22058_c1_g6	AT1G15520.2
BGPG_22058_c1_g7	AT1G15520.1
BGPG_22058_c1_g8	AT1G15520.1
BGPG_22059_c0_g1	AT5G36110.2
BGPG_2206_c0_g1	AT5G02890.1
BGPG_22060_c0_g1	AT3G62410.1
BGPG_22061_c1_g2	AT4G35560.1
BGPG_22062_c0_g2	AT5G45190.2
BGPG_22062_c1_g3	AT5G06580.1
BGPG_22062_c1_g4	AT5G06580.1
BGPG_22063_c0_g3	AT1G15660.1
BGPG_22063_c0_g4	AT1G15660.1
BGPG_22065_c1_g1	AT3G02360.2
BGPG_22065_c1_g2	AT2G30070.1
BGPG_22067_c0_g1	AT5G40410.1
BGPG_22067_c0_g2	AT5G44070.1
BGPG_22067_c1_g3	AT4G28760.2
BGPG_22067_c1_g4	AT4G28760.2
BGPG_22068_c0_g1	AT3G18670.1
BGPG_22069_c0_g1	AT3G54140.2
BGPG_22070_c0_g1	AT5G36110.2
BGPG_22071_c1_g2	AT3G11730.1
BGPG_22072_c0_g1	AT4G31180.2
BGPG_22072_c1_g1	AT4G29990.1
BGPG_22073_c0_g1	AT1G26520.1
BGPG_22073_c1_g2	AT4G11640.1
BGPG_22073_c2_g5	AT1G01650.1
BGPG_22073_c2_g6	AT4G36800.2
BGPG_22074_c1_g1	AT3G57170.1
BGPG_22074_c2_g1	AT3G13060.4
BGPG_22074_c3_g1	AT1G75500.2
BGPG_22074_c3_g2	AT1G75500.2
BGPG_22075_c0_g1	AT5G15680.1
BGPG_22075_c0_g4	AT5G15680.1
BGPG_22075_c0_g5	AT5G15680.1
BGPG_22075_c0_g6	AT5G15680.1
BGPG_22076_c0_g2	AT2G35100.1
BGPG_22076_c0_g3	AT5G26820.1
BGPG_22077_c0_g1	AT4G31970.1
BGPG_22078_c1_g1	AT3G08760.3
BGPG_22078_c2_g1	AT2G32415.3
BGPG_22078_c2_g2	AT2G32415.3
BGPG_22079_c0_g1	AT3G53900.2
BGPG_2208_c0_g1	AT4G03965.1
BGPG_22080_c0_g1	AT1G26170.1
BGPG_22081_c1_g2	AT5G25757.1
BGPG_22081_c1_g3	AT5G25757.1
BGPG_22082_c0_g1	AT5G05340.1
BGPG_22082_c1_g1	AT3G21690.1
BGPG_22082_c2_g1	AT5G63420.1
BGPG_22082_c2_g2	AT3G05345.1
BGPG_22082_c2_g3	AT5G48030.1
BGPG_22082_c3_g1	AT4G16146.1
BGPG_22082_c4_g1	AT5G01930.1
BGPG_22083_c3_g1	AT3G14290.1
BGPG_22083_c4_g1	AT2G30950.3
BGPG_22083_c5_g3	AT4G19150.2
BGPG_22084_c0_g1	AT2G36430.1
BGPG_22084_c2_g1	AT5G08750.9
BGPG_22084_c3_g1	AT4G35090.1
BGPG_22084_c3_g10	AT1G27190.1
BGPG_22084_c3_g11	AT4G35090.1
BGPG_22084_c3_g4	AT3G25570.2
BGPG_22084_c3_g6	AT3G25570.2
BGPG_22085_c0_g1	AT5G55000.2
BGPG_22085_c0_g2	AT5G55000.2
BGPG_22086_c0_g5	AT2G36250.3
BGPG_22087_c0_g1	AT1G70070.1
BGPG_22088_c2_g6	AT4G11860.1
BGPG_22089_c3_g3	AT2G36360.2
BGPG_2209_c0_g1	AT4G32600.2
BGPG_22090_c0_g3	AT5G16720.1
BGPG_22090_c2_g1	AT5G52980.1
BGPG_22091_c2_g1	AT1G09250.1
BGPG_22091_c3_g2	AT1G61580.1
BGPG_22091_c4_g1	AT5G01400.2
BGPG_22091_c5_g1	AT3G05800.1
BGPG_22092_c4_g3	AT3G25805.1
BGPG_22095_c0_g1	AT3G49710.1
BGPG_22095_c0_g2	AT3G49710.1
BGPG_22096_c0_g2	AT4G14465.1
BGPG_22096_c2_g2	AT3G55560.1
BGPG_22097_c4_g1	AT2G42700.1
BGPG_22098_c1_g1	AT5G58200.1
BGPG_22100_c0_g1	AT3G25810.1
BGPG_22100_c0_g2	AT4G16740.4
BGPG_22100_c0_g3	AT3G25810.1
BGPG_22101_c0_g1	AT5G20300.5
BGPG_22103_c0_g1	AT3G09040.3
BGPG_22103_c0_g2	AT3G09040.4
BGPG_22104_c0_g1	AT2G26920.1
BGPG_22104_c0_g3	AT5G12120.1
BGPG_22104_c0_g5	AT2G26920.1
BGPG_22105_c1_g1	AT3G62190.1
BGPG_22106_c1_g1	AT1G62430.1
BGPG_22108_c1_g2	AT1G55915.3
BGPG_22108_c1_g3	AT1G78895.1
BGPG_22108_c2_g1	AT1G09020.1
BGPG_22108_c2_g2	AT1G09020.1
BGPG_22109_c0_g1	AT4G00830.6
BGPG_2211_c0_g1	AT3G04090.1
BGPG_22110_c2_g1	AT5G64660.1
BGPG_22110_c4_g3	AT1G63470.1
BGPG_22110_c5_g1	AT1G04500.4
BGPG_22110_c5_g5	AT5G59830.3
BGPG_22110_c5_g6	AT5G59830.3
BGPG_22111_c2_g1	AT1G60950.1
BGPG_22111_c4_g1	AT5G23160.1
BGPG_22111_c5_g1	AT1G79510.2
BGPG_22111_c6_g1	AT3G48187.1
BGPG_22111_c7_g2	AT1G61250.1
BGPG_22112_c1_g2	AT3G56900.1
BGPG_22112_c2_g1	AT3G56900.1
BGPG_22112_c3_g1	AT5G41410.1
BGPG_22112_c3_g2	AT5G41410.1
BGPG_22114_c0_g1	AT2G38580.2
BGPG_22115_c2_g2	AT3G10420.2
BGPG_22115_c3_g1	AT3G23300.2
BGPG_22115_c3_g2	AT1G04430.3
BGPG_22115_c4_g1	AT3G51950.4
BGPG_22115_c4_g2	AT3G51950.4
BGPG_22115_c4_g3	AT3G51950.4
BGPG_22115_c6_g1	AT5G12440.8
BGPG_22116_c0_g1	AT3G48270.1
BGPG_22116_c0_g2	AT3G48280.1
BGPG_22117_c0_g1	AT2G18220.1
BGPG_22118_c0_g2	AT3G47490.1
BGPG_22118_c1_g2	AT4G21215.2
BGPG_22120_c1_g1	AT4G21380.1
BGPG_22120_c2_g2	AT2G01210.1
BGPG_22120_c3_g2	AT4G37640.1
BGPG_22120_c3_g3	AT4G37640.1
BGPG_22120_c3_g4	AT1G27770.3
BGPG_22120_c3_g5	AT4G37640.1
BGPG_22120_c4_g3	AT1G17370.1
BGPG_22121_c0_g1	AT3G62140.1
BGPG_22122_c1_g2	AT4G18465.1
BGPG_22122_c1_g4	AT4G18465.1
BGPG_22123_c1_g3	AT4G29010.1
BGPG_22123_c1_g4	AT4G29010.1
BGPG_22124_c0_g1	AT1G23870.1
BGPG_22124_c1_g1	AT1G68690.3
BGPG_22124_c1_g3	AT5G38560.1
BGPG_22124_c1_g4	AT1G26150.1
BGPG_22125_c0_g2	AT3G11964.2
BGPG_22126_c0_g1	AT3G28140.2
BGPG_22126_c1_g1	AT5G40190.1
BGPG_22127_c1_g4	AT5G61150.1
BGPG_22127_c1_g5	AT5G61150.2
BGPG_22128_c0_g1	AT3G18820.1
BGPG_22128_c1_g2	AT4G00850.1
BGPG_22129_c1_g1	AT5G48460.1
BGPG_22129_c2_g2	AT1G30130.3
BGPG_22129_c3_g1	AT3G07560.1
BGPG_22129_c3_g2	AT3G07560.1
BGPG_22130_c0_g3	AT2G27510.1
BGPG_22130_c1_g1	AT5G16520.2
BGPG_22131_c0_g1	AT5G05560.3
BGPG_22131_c0_g2	AT5G05560.3
BGPG_22131_c0_g3	AT5G05560.3
BGPG_22131_c0_g4	AT5G05560.1
BGPG_22131_c1_g1	AT3G18690.1
BGPG_22133_c0_g1	AT2G16090.3
BGPG_22133_c1_g1	AT4G34370.2
BGPG_22133_c3_g2	AT4G34370.1
BGPG_22133_c4_g4	AT5G13100.1
BGPG_22134_c2_g1	AT3G18990.1
BGPG_22134_c3_g2	AT4G14240.3
BGPG_22135_c0_g1	AT4G20940.1
BGPG_22135_c1_g1	AT2G17390.1
BGPG_22135_c1_g2	AT2G17390.1
BGPG_22135_c2_g4	AT3G01390.4
BGPG_22135_c2_g7	AT3G01390.4
BGPG_22136_c0_g1	AT1G15780.2
BGPG_22136_c0_g2	AT3G09210.1
BGPG_22138_c0_g2	AT5G38830.1
BGPG_22139_c0_g1	AT3G26935.1
BGPG_22139_c1_g1	AT1G07470.2
BGPG_22139_c2_g1	AT4G38540.1
BGPG_22140_c1_g1	AT5G51340.1
BGPG_22140_c1_g2	AT3G04770.2
BGPG_22140_c2_g1	AT3G52140.1
BGPG_22140_c2_g2	AT3G52140.2
BGPG_22141_c1_g1	AT4G16280.3
BGPG_22142_c0_g1	AT3G02130.1
BGPG_22142_c1_g1	AT3G02130.1
BGPG_22142_c1_g2	AT3G02130.2
BGPG_22142_c1_g3	AT3G02130.2
BGPG_22143_c0_g2	AT2G30980.1
BGPG_22143_c1_g1	AT4G18710.1
BGPG_22144_c0_g1	AT3G52110.4
BGPG_22144_c3_g1	AT3G52110.2
BGPG_22145_c0_g4	AT2G33810.1
BGPG_22146_c2_g2	AT2G41760.1
BGPG_22146_c3_g5	AT1G78070.1
BGPG_22147_c0_g1	AT1G01040.1
BGPG_22148_c1_g1	AT5G15540.2
BGPG_22149_c4_g1	AT5G20890.1
BGPG_22149_c4_g5	AT5G20890.1
BGPG_22149_c5_g3	AT3G07650.4
BGPG_22150_c1_g1	AT5G47530.1
BGPG_22150_c2_g1	AT2G14170.3
BGPG_22151_c0_g2	AT5G16690.1
BGPG_22152_c0_g1	AT2G17980.1
BGPG_22152_c0_g2	AT4G38370.1
BGPG_22153_c1_g1	AT1G07380.2
BGPG_22153_c1_g2	AT1G07380.2
BGPG_22154_c0_g3	AT1G20670.1
BGPG_22155_c0_g1	AT3G60590.2
BGPG_22156_c1_g1	AT2G17220.2
BGPG_22156_c1_g2	AT4G35600.1
BGPG_22156_c2_g1	AT3G57270.1
BGPG_22157_c0_g1	AT1G61310.1
BGPG_22157_c0_g2	AT1G61310.1
BGPG_22157_c0_g3	AT1G61310.1
BGPG_22157_c0_g4	AT1G61310.1
BGPG_22158_c0_g1	AT5G14880.1
BGPG_22158_c0_g2	AT1G76940.1
BGPG_22159_c0_g1	AT4G13940.4
BGPG_22162_c0_g1	AT1G67300.3
BGPG_22162_c1_g1	AT3G12490.1
BGPG_22162_c1_g3	AT3G14470.2
BGPG_22162_c1_g6	AT3G14460.1
BGPG_22164_c1_g3	AT5G06300.1
BGPG_22164_c2_g2	AT2G18465.1
BGPG_22165_c0_g1	AT5G66520.1
BGPG_22165_c2_g1	AT1G70500.1
BGPG_22165_c4_g1	AT1G08070.1
BGPG_22165_c4_g2	AT3G47530.1
BGPG_22166_c0_g2	AT1G60995.1
BGPG_22166_c0_g3	AT1G60995.1
BGPG_22167_c1_g1	AT5G42320.1
BGPG_22167_c2_g1	AT1G48920.1
BGPG_22168_c0_g1	AT5G44670.1
BGPG_22168_c2_g1	AT5G14050.1
BGPG_22168_c3_g1	AT4G27320.2
BGPG_22168_c3_g2	AT1G11360.4
BGPG_22168_c4_g6	AT3G15190.1
BGPG_22168_c5_g1	AT4G28030.1
BGPG_22168_c6_g1	AT1G35220.3
BGPG_22170_c0_g2	AT5G39940.3
BGPG_22170_c0_g3	AT5G39940.1
BGPG_22171_c0_g1	AT4G32910.1
BGPG_22172_c1_g1	AT1G59840.2
BGPG_22173_c2_g3	AT5G35930.3
BGPG_22174_c1_g2	AT3G23805.1
BGPG_22174_c1_g4	AT3G23805.1
BGPG_22174_c2_g2	AT2G32710.1
BGPG_22175_c0_g1	AT1G55000.3
BGPG_22175_c0_g2	AT1G55000.3
BGPG_22175_c1_g3	AT5G16390.1
BGPG_22175_c2_g2	AT5G02810.1
BGPG_22175_c2_g3	AT5G02810.2
BGPG_22176_c2_g1	AT3G11470.9
BGPG_22176_c2_g2	AT1G62400.1
BGPG_22177_c0_g2	AT3G58040.3
BGPG_22177_c1_g1	AT1G50480.1
BGPG_22178_c1_g1	AT2G26510.1
BGPG_22180_c0_g1	AT2G45630.2
BGPG_22180_c0_g2	AT2G45630.2
BGPG_22180_c1_g1	AT1G61520.3
BGPG_22180_c1_g2	AT5G37850.4
BGPG_22180_c1_g3	AT3G10380.2
BGPG_22180_c1_g4	AT1G61520.2
BGPG_22181_c1_g1	AT5G57170.2
BGPG_22181_c2_g2	AT3G27820.1
BGPG_22181_c3_g2	AT5G23090.5
BGPG_22181_c3_g3	AT5G23090.4
BGPG_22181_c4_g1	AT3G18500.2
BGPG_22181_c5_g2	AT2G05120.2
BGPG_22181_c5_g3	AT2G05120.1
BGPG_22183_c0_g1	AT2G39570.1
BGPG_22183_c1_g1	AT5G04550.2
BGPG_22183_c2_g1	AT1G27595.2
BGPG_22183_c2_g3	AT3G15820.1
BGPG_22183_c2_g4	AT1G27595.1
BGPG_22184_c0_g1	AT1G22040.1
BGPG_22184_c0_g2	AT1G22040.1
BGPG_22184_c1_g1	AT2G48120.2
BGPG_22184_c2_g1	AT1G22040.1
BGPG_22185_c2_g1	AT5G10290.2
BGPG_22187_c0_g2	AT4G32140.1
BGPG_22188_c0_g1	AT1G05410.1
BGPG_22188_c1_g1	AT2G46420.3
BGPG_22188_c1_g4	AT3G61700.4
BGPG_22188_c1_g5	AT3G61700.3
BGPG_22189_c0_g3	AT1G06210.2
BGPG_22189_c1_g2	AT5G61750.1
BGPG_22189_c1_g3	AT5G61760.2
BGPG_22189_c1_g5	AT2G44970.3
BGPG_2219_c0_g1	AT4G24330.1
BGPG_22190_c0_g3	AT5G15920.1
BGPG_22191_c1_g1	AT3G04400.1
BGPG_22191_c2_g1	AT5G24690.1
BGPG_22191_c5_g3	AT5G24690.1
BGPG_22191_c5_g4	ATMG00210.1
BGPG_22192_c1_g2	AT1G68910.3
BGPG_22192_c1_g7	AT4G13350.2
BGPG_22193_c1_g1	AT2G42040.1
BGPG_22193_c2_g2	AT1G70740.2
BGPG_22193_c3_g1	AT1G35620.1
BGPG_22193_c4_g2	AT3G18035.1
BGPG_22193_c4_g3	AT1G48620.1
BGPG_22193_c5_g1	AT5G16715.1
BGPG_22194_c1_g1	AT1G17120.1
BGPG_22195_c0_g1	AT1G12460.2
BGPG_22195_c0_g2	AT1G62950.1
BGPG_22196_c1_g1	AT5G48790.1
BGPG_22197_c2_g1	AT4G34260.1
BGPG_22197_c3_g1	AT5G48120.3
BGPG_22198_c0_g1	AT1G69530.4
BGPG_22198_c1_g1	AT2G31340.1
BGPG_22198_c2_g2	AT3G07880.1
BGPG_22199_c0_g1	AT1G79730.1
BGPG_222_c0_g1	AT4G13530.2
BGPG_22200_c0_g1	AT3G03580.1
BGPG_22200_c0_g2	AT3G13860.1
BGPG_22201_c1_g1	AT2G26260.1
BGPG_22201_c1_g2	AT2G26260.1
BGPG_22202_c1_g2	AT2G38970.1
BGPG_22202_c2_g4	AT1G11170.7
BGPG_22202_c2_g7	AT1G61240.8
BGPG_22202_c2_g8	AT1G61240.6
BGPG_22202_c3_g1	AT1G61240.7
BGPG_22203_c0_g1	AT5G23070.1
BGPG_22204_c0_g1	AT2G45150.1
BGPG_22205_c1_g1	AT3G25180.2
BGPG_22205_c1_g2	AT3G25180.1
BGPG_22205_c2_g4	AT5G57970.2
BGPG_22205_c3_g4	AT4G30935.1
BGPG_22205_c3_g6	AT4G30935.1
BGPG_22205_c3_g7	AT4G30935.1
BGPG_22206_c0_g1	AT3G52210.3
BGPG_22206_c1_g1	AT2G05250.1
BGPG_22207_c0_g1	AT5G46640.1
BGPG_22207_c1_g2	AT1G12680.1
BGPG_22207_c1_g3	AT1G12680.1
BGPG_22208_c1_g2	AT5G15730.3
BGPG_22208_c2_g1	AT1G25375.1
BGPG_22209_c1_g1	AT3G07680.1
BGPG_22209_c2_g2	AT1G33540.2
BGPG_22209_c3_g2	AT4G05320.7
BGPG_22209_c3_g6	AT4G05320.7
BGPG_22209_c3_g8	AT4G05050.3
BGPG_22209_c3_g9	AT4G05050.3
BGPG_2221_c0_g1	AT5G23990.3
BGPG_22210_c0_g2	AT1G78560.1
BGPG_22211_c0_g2	AT2G47470.1
BGPG_22212_c3_g1	AT4G17540.1
BGPG_22212_c3_g2	AT4G17540.1
BGPG_22212_c5_g1	AT3G26000.1
BGPG_22214_c0_g1	AT1G13040.2
BGPG_22216_c1_g2	AT3G49400.1
BGPG_22217_c0_g1	AT1G80640.2
BGPG_22217_c1_g1	AT4G31990.2
BGPG_22217_c2_g2	AT1G44910.1
BGPG_22219_c1_g1	AT4G33480.1
BGPG_22219_c2_g1	AT4G37270.1
BGPG_22219_c2_g5	AT4G37270.1
BGPG_22220_c1_g3	AT1G02180.1
BGPG_22221_c2_g1	AT5G39160.1
BGPG_22221_c3_g1	AT5G39160.3
BGPG_22222_c0_g4	AT4G34830.1
BGPG_22223_c3_g4	AT1G58190.1
BGPG_22223_c3_g6	AT1G74190.1
BGPG_22223_c3_g8	AT1G74190.1
BGPG_22225_c1_g1	AT3G06960.2
BGPG_22225_c2_g2	AT5G10840.1
BGPG_22225_c2_g4	AT1G44750.1
BGPG_22226_c1_g2	AT5G18480.1
BGPG_22226_c1_g3	AT5G18480.1
BGPG_22227_c1_g4	AT3G51050.1
BGPG_22227_c1_g6	AT3G51050.1
BGPG_22227_c1_g8	AT5G05350.1
BGPG_22228_c0_g10	AT3G16460.2
BGPG_22228_c0_g2	AT1G19715.1
BGPG_22228_c0_g3	AT3G16460.2
BGPG_22228_c0_g7	AT3G16460.2
BGPG_22228_c0_g9	AT1G73040.1
BGPG_22229_c0_g2	AT1G13130.1
BGPG_22230_c1_g2	AT1G54130.1
BGPG_22232_c0_g1	AT3G43190.2
BGPG_22233_c0_g2	AT4G22930.2
BGPG_22234_c0_g2	AT1G17200.1
BGPG_22234_c0_g4	AT4G10180.1
BGPG_22235_c0_g1	AT5G01730.9
BGPG_22235_c1_g1	AT2G34150.2
BGPG_22236_c0_g1	AT1G21580.9
BGPG_22236_c1_g1	AT1G21580.4
BGPG_22237_c1_g1	AT4G29040.1
BGPG_22237_c2_g3	AT5G51160.1
BGPG_22237_c2_g4	AT5G51160.1
BGPG_22237_c2_g5	AT5G51160.1
BGPG_22237_c3_g2	AT3G53850.2
BGPG_22239_c0_g1	AT1G25380.2
BGPG_22240_c0_g2	AT3G58120.1
BGPG_22240_c1_g3	AT5G38880.1
BGPG_22240_c1_g4	AT5G38880.1
BGPG_22240_c2_g3	AT5G48630.1
BGPG_22240_c3_g2	AT1G05820.3
BGPG_22241_c0_g1	AT1G79080.1
BGPG_22242_c2_g1	AT1G01320.3
BGPG_22243_c0_g1	AT3G55070.2
BGPG_22243_c0_g2	AT3G12570.4
BGPG_22244_c2_g2	AT3G54280.1
BGPG_22244_c3_g1	AT1G74690.1
BGPG_22245_c0_g1	AT3G26040.1
BGPG_22246_c0_g1	AT2G30490.1
BGPG_22247_c0_g1	AT1G10640.1
BGPG_22248_c0_g2	ATCG01110.1
BGPG_22248_c1_g1	AT2G26210.7
BGPG_22248_c2_g1	AT3G23900.2
BGPG_22248_c2_g4	AT2G40140.2
BGPG_22249_c0_g1	AT5G53750.1
BGPG_22249_c1_g1	AT5G40770.1
BGPG_22249_c3_g1	AT1G77380.1
BGPG_2225_c0_g2	AT1G10850.1
BGPG_22250_c1_g2	AT5G64500.1
BGPG_22251_c0_g1	AT4G30700.1
BGPG_22251_c0_g2	AT3G29160.3
BGPG_22253_c1_g3	AT4G26490.1
BGPG_22253_c3_g1	AT2G05210.3
BGPG_22253_c3_g2	AT1G68100.1
BGPG_22254_c0_g3	AT4G23895.4
BGPG_22254_c1_g1	AT5G41480.1
BGPG_22254_c2_g2	AT4G15850.1
BGPG_22255_c0_g1	AT4G18840.3
BGPG_22255_c1_g1	AT4G27860.3
BGPG_22255_c2_g2	AT1G25550.1
BGPG_22255_c3_g2	AT5G38410.1
BGPG_22256_c0_g1	AT5G20220.2
BGPG_22257_c1_g1	AT4G27840.1
BGPG_22257_c2_g1	AT4G38170.1
BGPG_22257_c4_g1	AT2G30390.1
BGPG_22257_c7_g1	AT5G62220.1
BGPG_22257_c7_g2	AT2G07680.6
BGPG_22258_c1_g2	AT4G29000.1
BGPG_22259_c0_g2	AT2G24270.3
BGPG_22259_c0_g3	AT2G24270.3
BGPG_22260_c0_g3	AT4G37990.1
BGPG_22261_c0_g1	AT2G34670.2
BGPG_22261_c1_g1	AT1G19270.2
BGPG_22261_c1_g3	AT5G10320.6
BGPG_22263_c0_g1	AT1G31810.2
BGPG_22264_c1_g1	AT1G08130.1
BGPG_22265_c0_g1	AT3G23980.1
BGPG_22266_c0_g3	AT5G07660.1
BGPG_22267_c0_g1	AT1G72300.1
BGPG_22267_c4_g2	AT2G01970.1
BGPG_22268_c0_g1	AT1G20670.1
BGPG_22268_c1_g2	AT4G19020.2
BGPG_22269_c0_g2	AT1G66150.1
BGPG_22269_c0_g3	AT1G66150.1
BGPG_22270_c0_g1	AT2G22070.1
